ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Product Type","Shipping Class","Product Visibility","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product categories","Product Tags","POS Product visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
6355,"Swet Hot Sauce Co - NaNa - Trinidad Scorpion + Pineapple (Heat Level 9)",,"<strong>Ingredients;</strong>

<em><span class=""HwtZe"" lang=""en""><span class=""jCAhz ChMk0b""><span class=""ryNqvb"">Pineapple - Apple Cider Vinegar* - Sweet Chili Peppers - Trinidad Moruga Scorpion Chili Peppers - Ginger* - Brown Sugar** - Sea Salt - Spices</span></span></span></em>

<em><span class=""HwtZe"" lang=""en""><span class=""jCAhz ChMk0b""><span class=""ryNqvb""> * Organic ** Belgian</span></span></span></em>

A fruity, sweet, zesty flavour bomb. Caribbean Scorpion Peppers (second hottest in the world) paired with juicy Pineapple, sweet paprika's and fiery ginger.

Swet are all about the flavour! Based in Brussels, this young, dynamic team create amazingly well balanced sauces using only the finest ingredients.

Great with Pizza (sorry Italy), Seafood, Chicken, Noodles and Rice dishes

<strong>Suitable for Vegans</strong>",2025-05-20,product,https://chilisaus.be/product/swet-hot-sauce-co-nana-trinidad-scorpion-pineapple-heat-level-9/,0,,10.00,10.00,,instock,6,,2,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2025/06/swet-nana-1.jpg,"swet nana",,,,http://chilisaus.be/wp-content/uploads/2025/06/swet-nana-1.jpg,,,"HOT, Heat Levels 8 - 9|SWET (BE)","brussels|bxl|hot sauce|pineapple|swet|trinidad scorpion",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,swet-hot-sauce-co-nana-trinidad-scorpion-pineapple-heat-level-9,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,a:1:{i:5;i:1;},1,5.00,
6445,"Hot Chip Challenge V2 / 16+",,"<h5 style=""text-align: center;""><em><strong>HOT-CHIP Challenge is the Hottest Chip in the World</strong></em></h5>
&nbsp;
<p style=""text-align: center;""><strong><em>It’s a one-of-a-kind experience that most people will never forget...</em></strong></p>
This is not your average packet of crisps to snack on in front of the TV..

Each chip is handmade separately to guarantee consistent quality and spiciness.

This product is packaged in a specially designed coffin-shaped box.

Inside the package, you will find one extremely hot chip, specially wrapped to keep the highest spiciness and quality locked in. The package also includes a protective glove, tattoo, sticker and certificate.

<em>This product has been on the market for several years, but was temporarily banned by the authorities in 2023, even though it did meet the recommended spiciness (the amount of natural capsaicin in the peppers). </em>

<em>However - It is now back, in an improved purple version that complies with the new capsaicin levels considered health-safe by the National Institutes of Health.</em>

<strong>Suitable for Vegans. </strong>

<strong>Gluten-free.</strong>

Weight: 2,5 g.

Manufacturer: HOT-CHIP s.r.o., 28. října 3346/91, Ostrava, 702 00, Czech Republic.

Store in a cool and dry place away from direct sunlight
<table id=""important-parameter"" class=""table table-hover"">
<tbody>
<tr id=""ip-3"" class=""param p-slider"">
<td>🌶️ SHU</td>
<td>2 200 000</td>
</tr>
</tbody>
</table>",2025-09-11,product,https://chilisaus.be/product/hot-chip-challenge-v2-16/,0,,9.80,9.80,,outofstock,,,1,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2025/09/hot-chip-new-pic.webp|http://chilisaus.be/wp-content/uploads/2025/09/hot-chip-challenge-V2.jpg|http://chilisaus.be/wp-content/uploads/2025/09/hot-chip-images-1.jpg,"hot chip new pic|hot-chip-challenge V2|hot chip images 1",||,||,||,http://chilisaus.be/wp-content/uploads/2025/09/hot-chip-new-pic.webp,,,"Chili Challenges &amp; Spicy Snacks|Hot Chip (CZ)|SUPERHOT, Heat Levels 11 - 20","challenge|hot chip|hottest chip in the world|superhot",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,hot-chip-challenge-v2-16,,,0,0,open,closed,2025-12-08,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,10.3.5,,,0,0,
6461,"Skånsk - Swedish Black Garlic Hot Honey Original - (Heat Level 5) - 280g",,"<h5 style=""text-align: center;""><strong><em>Hot Honey &amp; Black Garlic - 2 things that go beautifully together..</em></strong></h5>
&nbsp;
<h5 style=""text-align: center;""><em>Lovingly created on a fully certified <strong>Organic</strong> Swedish Farm, by Sakura and her family</em></h5>
&nbsp;

<strong>Ingredients</strong>: Honey (89%), Glucose Syrup, Black Garlic (4%), Habanero Chili, Vinegar

Imagine the classic sweetness of Real Honey, combined with the fruity, fiery Habanero Chili heat.

This Hot, Sweet Natural Honey is then rounded out with the Chefs’ top favourite ingredient - umami-oozing Black Garlic.

The addictive result is the perfect condiment to drizzle on Pizza, Fried Chicken, Waffles, Ice Cream, Cheese, Salads. Add into the wok (at the end), make sticky rice, sweet and spicy noodles, sticky Rib marinade...

Get creative and use it on EVERYTHING !!

Squeezy bottle and easy clean cap

<strong>280g</strong>

<em><strong>GOLD award winner at the 2025 European Hot Sauce Awards</strong></em>

<strong>NOT Suitable For Vegans</strong>",2025-09-24,product,https://chilisaus.be/product/skansk-swedish-black-garlic-hot-honey/,0,,12.00,12.00,,instock,15,,14,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2025/09/skansk-Black-Garlic-Hot-Honey_award2-scaled-1.jpg,"skansk Black-Garlic-Hot-Honey_award2-scaled",,,,http://chilisaus.be/wp-content/uploads/2025/09/skansk-Black-Garlic-Hot-Honey_award2-scaled-1.jpg,,,"Hot Honey|MEDIUM, Heat Levels 5 - 7|Skånsk Chili, Sweden","black garlic honey|hot honey|skansk|sweden|swedish hot honey",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,skansk-swedish-black-garlic-hot-honey,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,a:1:{i:5;i:1;},1,5.00,
6463,"Skånsk - Swedish Black Garlic Hot Honey - EXTRA Heat - (Heat Level 8) - 280g",,"<h5 style=""text-align: center;""><strong><em>Hot Honey and Black Garlic - 2 things that go beautifully together..</em></strong></h5>
<h5></h5>
&nbsp;
<h5 style=""text-align: center;""><em>Lovingly created on a fully certified <strong>Organic</strong> Swedish farm, by Sakura and her family</em></h5>
&nbsp;
<h5 style=""text-align: center;""><strong>THE HOTTER VERSION</strong></h5>
&nbsp;

<strong>Ingredients</strong>: Honey (89%), Glucose Syrup, Black Garlic (4%), Habanero Chili, Vinegar

Imagine the classic sweetness of Real Honey, combined with the fruity, fiery Habanero Chili heat. <em>More Habanero's in here than in the original version = extra heat..</em>

This Hot, Sweet Natural Honey is then rounded out with the Chefs’ top favourite ingredient - umami-oozing Black Garlic.

The addictive result is the perfect condiment to drizzle on Pizza, Fried Chicken, Waffles, Ice Cream, Cheese, Salads. Add into the wok (at the end), make sticky rice, sweet and spicy noodles, sticky Rib marinade...

Get creative and use it on EVERYTHING !!

Squeezy bottle and easy clean cap

<strong>280g</strong>

<em><strong>SILVER Award Winner at the 2025 European Hot Sauce Awards</strong></em>

<strong>NOT Suitable For Vegans</strong>",2025-09-24,product,https://chilisaus.be/product/skansk-swedish-black-garlic-hot-honey-extra-heat/,0,,12.00,12.00,,instock,15,,9,simple,,,http://chilisaus.be/wp-content/uploads/2025/09/skansk-Black-Garlic-Extra-Hot-Honey_award2-576x1024-1.jpg,"skansk Black-Garlic-Extra-Hot-Honey_award2-576x1024",,,,http://chilisaus.be/wp-content/uploads/2025/09/skansk-Black-Garlic-Extra-Hot-Honey_award2-576x1024-1.jpg,,,"Hot Honey|HOT, Heat Levels 8 - 9|Skånsk Chili, Sweden","black garlic|hot honey|skansk hot honey|swedish hot honey",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,skansk-swedish-black-garlic-hot-honey-extra-heat,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,,0,0,
6594,"Skånsk, Swedish Hot Sauce Set - (Heat Levels 8 -12)",,"<em>""All our chili sauces are made from carefully selected chili varieties that we grow in our Organic Farm in Asmundtorp, Sweden. The chilies are then mixed with various local fruits, berries and vegetables and gently heat-treated to preserve as much of the goodness, the aroma and flavor as possible. </em><em>We are very proud that our Scorpion Inferno Chili Sauce won a Silver Medal in the prestigious Hot Pepper Awards""</em>
<p style=""text-align: center;""><strong>One 40ml bottle of each sauce included
</strong></p>
<strong>Lemon Drop Sauce</strong> - <em><strong>Ingredients; </strong></em>Aji Lemon Drop Chili* (50%), Orange Juice*, Grapefruit*, Lemon Juice*, Salt*, Spices*, Agar Agar*, Guar Gum*

<strong>Nordic Wild Sauce -</strong> <em><strong>Ingredients;</strong></em> Peppers*, Vinegar*, Water*, Habanero*, Blueberries*, Lingonberries*, Salt, Garlic*, Guar gum*

<strong>Habanero Sauce</strong> - <em><strong>Ingredients; </strong></em>Caribbean Red Habanero* (50%), Apple Juice*, Lemon Juice*, Vinegar*, Salt, Guar Gum*

<strong>Inferno Sauce -</strong> <em><strong>Ingredients; </strong></em>Yellow Scorpion Chili* (50%), water, Pickled Apricot*(Apricot*, Sugar*, Lemon Juice*), Onion*, Lemon Juice*, Ginger*, Salt, Ascorbic Acid

*=EU Organic Ingredient

<strong>Heat Levels 8, 9, 10 and 12</strong>

<strong>Suitable for Vegans</strong>

&nbsp;",2025-09-25,product,https://chilisaus.be/product/skansk-swedish-hot-sauce/,0,,20,20,,instock,3,,3,simple,,,http://chilisaus.be/wp-content/uploads/2025/09/skansk-4-pack.jpg|http://chilisaus.be/wp-content/uploads/2025/09/skansk-lemon.jpg|http://chilisaus.be/wp-content/uploads/2025/09/skansk-nordic.jpg|http://chilisaus.be/wp-content/uploads/2025/09/skansk-hab.jpg|http://chilisaus.be/wp-content/uploads/2025/09/skansk-inferno.jpg,"skansk 4 pack|skansk lemon|skansk nordic|skansk hab|skansk inferno",||||,||||,||||,http://chilisaus.be/wp-content/uploads/2025/09/skansk-4-pack.jpg,,,"Gift Boxes &amp; Sets|HOT, Heat Levels 8 - 9|Skånsk Chili, Sweden|SUPERHOT, Heat Levels 11 - 20|VERY HOT, Heat Level 10","aji|bio|eco|habanero|lemon|natural|organic|scorpion|skansk chili|swedish|swedish hot sauce",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,skansk-swedish-hot-sauce,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,"6596,6597,6598,6599",,10.5.2,,,0,0,
6600,"Jelly Beans - Spicy Fruit Flavours (Mild Heat) 60g",,"<p style=""text-align: center;"">A fun and great product from the guys who brought you the <em><strong>Hot Chip Challenge
</strong></em></p>
Mild with a nice little kick, crispy shell and juicy, full flavours inside. They are deliciously addictive, we can't stop eating them!

5 big flavours - Sour Cherry, Blueberry, Strawberry, Watermelon and Mango.

No gelatine. Natural ingredients

<em>""Our flavours are only enhanced by Natural acids and Fruit concentrates. </em><em>Each bean is small, delicate and does not stick to the teeth. To achieve this perfect texture, we use vegetable fats such as Coconut and Shea Oil. Natural taste and aroma is sacred to us, every bean is so juicy and smells so wonderful. Try and you’ll see.""</em>

Can be a fun snack for someone unsuspecting..
<h6>Ingredients;</h6>
Sugar, <strong>WHEAT FLOUR</strong>, glucose syrup, water, corn starch, acids: citric acid, malic acid, fruit concentrate (grape and apple juice from concentrate), thickener: arabic gum, vegetable fats: coconut oil, shea butter, natural flavors, acidity regulator: sodium citrates, polishing mixture: coconut oil, polishing agents: carnauba wax, shellac, humectant: glycerol, vegetable concentrates: red beet, black carrot, black currant, spirulina, emulsifier: mono- and diglycerides of fatty acids, colorants: copper complexes of chlorophylls and chlorophyllins, curcumin.",2025-09-25,product,https://chilisaus.be/product/jelly-beans-spicy-fruit-flavours-60g/,0,,3.00,3.00,,instock,3,,4,simple,,,http://chilisaus.be/wp-content/uploads/2025/09/jelly-beans.jpg|http://chilisaus.be/wp-content/uploads/2025/09/jelly-b.jpg|http://chilisaus.be/wp-content/uploads/2025/09/jelly-be.jpg,"jelly beans|jelly b|jelly be",||,||,||,http://chilisaus.be/wp-content/uploads/2025/09/jelly-beans.jpg,,,"Chili Challenges &amp; Spicy Snacks|Hot Chip (CZ)|MILD, Heat Levels 1 - 4","hot chip|jelly beans|snacks|spicy jelly beans|spicy snacks|sweets",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,jelly-beans-spicy-fruit-flavours-60g,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,"6602,6603",,10.5.2,,,0,0,
6604,"Burning Angel Chili Farm - FU2 Carolina Reaper - (Heat Level 12) 40ml",,"<div class=""product-details-main-description"">

<strong>Ingredients</strong>: Carolina Reaper, Tomatoes, Salt, Vinegar, Spices

These great, slightly crazy guys from Slovakia grow their own Peppers, create their own products, fermentations and label everything by hand. They know how to deliver heat well!

<em><strong>""FU2</strong> takes <strong>Carolina Reaper</strong> to the next level by combining fresh, dried and finely powdered Carolina Reaper Peppers. The result? A three-stage fiery explosion! </em><em>The spice-forward aroma, delicate fruity-floral undertones and a hint of sweet paprika adds to the long-lasting, exhilarating heat experience.</em>

<em>Created to elevate any dish with only a few drops""</em>

</div>
<form class=""product-details-main-actions product_addtocart_form is-ajax"" action=""https://burningangelchili.com/en/shop/cart/add?id=1282"" method=""post"">
<div class=""price-wrapper"">
<div class=""price-wrapper-grandtotal single"">
<div class=""block text column-1""><strong>2023 National Chilli Awards - Extra hot - Gold</strong></div>
<div class=""block text column-1""><strong>2023 National Chilli Awards - Extra hot - Category Winner</strong></div>
<div class=""block text column-1""><strong>2023 Great Taste - 1 Star</strong></div>
<div class=""block text column-1""><strong>2024 National Chilli Awards - Extra hot - Silver</strong></div>
<div></div>
</div>
<div><strong>Heat Level 12</strong></div>
<div><strong>Suitable for Vegans</strong></div>
</div>
</form>",2025-09-25,product,https://chilisaus.be/product/burning-angel-fu2-carolina-reaper-heat-level-12-40ml/,0,,10.00,10.00,,outofstock,,,1,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2025/09/fu2-40ml.webp|http://chilisaus.be/wp-content/uploads/2025/09/fu2.png,"fu2 40ml|fu2",|,|,|,http://chilisaus.be/wp-content/uploads/2025/09/fu2-40ml.webp,,,"Burning Angel|SUPERHOT, Heat Levels 11 - 20","carolina reaper|fermented|slovakia",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,burning-angel-fu2-carolina-reaper-heat-level-12-40ml,,,0,0,open,closed,2025-12-17,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,10.3.5,,,0,0,
6608,"Burning Angel Chili Farm - Tears of a Vampire Hot Salt (Heat Level 4) 90g",,"These great, slightly crazy guys from Slovakia grow all their own Peppers, create their own wild range of products, chili fermentations and label everything by hand.

<em>They really know how to create big flavours and great products
</em>

<strong>Ingredients</strong>: Salt, Trinidad Moruga Scorpion, Habanero, Garlic, Herbs

A bold fusion of beautifully fermented Chili's, everyone's favourite ingredient - Garlic - and premium Rock Salt.

Dried to perfection, at just the right temperature to preserve all the flavours. This carefully handcrafted blend delivers the perfect balance of Chili heat and juicy Garlic.

A secret ingredient for every meal!

Heat Level 4

90g Glass Grinder

<strong>Suitable for Vegans</strong>",2025-09-26,product,https://chilisaus.be/product/burning-angel-tears-of-a-vampire-hot-salt-heat-level-4-90g/,0,,8.00,8.00,,instock,7,,3,simple,,,http://chilisaus.be/wp-content/uploads/2025/09/tearsofvampire-e1758894134481.png,tearsofvampire,,,,http://chilisaus.be/wp-content/uploads/2025/09/tearsofvampire-e1758894134481.png,,,"Burning Angel|Salts, Seasonings &amp; Rubs","burning angel|Garlic|garlic chili salt|hot salt|tears",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,burning-angel-tears-of-a-vampire-hot-salt-heat-level-4-90g,,,0,0,open,closed,2026-02-07,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,10.3.7,,,0,0,
6614,"Spicy Caramel Popcorn - (Medium Heat) 120g",,"<p style=""text-align: center;""><strong><em>Discover the unique combination of sweet Caramel Popcorn with Habanero Chili</em></strong></p>
<strong>Ingredients;</strong> Caramel (62%) [sugar, glucose syrup, palm oil, butter (<strong>MILK</strong>) emulsifier (rapeseed lecithin), salt], Popped maize (38%), Habanero Chilli powder (Capsicum chinense) (0.5%)

From the creators of the <strong>Hot Chip Challenge</strong> - this is one super delicious sweet and spicy snack. Almost addictive, but the heat builds..

<em>""The simplicity of our recipe guarantees a delicious taste. Contains only a few carefully selected ingredients that guarantee great taste and quality. The sweet caramel melts gently on your tongue, while the spiciness of the Habanero Chilli warms you up nicely. Popcorn is air popped without the use of oil. This snack is not only tasty but also addictive""</em>

<strong>May also contain Sesame, Peanuts and Nuts</strong>

<strong>NOT Suitable for Vegans</strong>",2025-09-26,product,https://chilisaus.be/product/spicy-caramel-popcorn-medium-heat-120g/,0,,4.00,4.00,,outofstock,0,,6,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2025/09/popcorn-new.jpg|http://chilisaus.be/wp-content/uploads/2025/09/popcorn-2.jpg|http://chilisaus.be/wp-content/uploads/2025/09/popcorn.png|http://chilisaus.be/wp-content/uploads/2025/09/popcorn-second-pic.jpg,"popcorn new|popcorn 2|popcorn|popcorn second pic",|||,|||,|||,http://chilisaus.be/wp-content/uploads/2025/09/popcorn-new.jpg,,,"Chili Challenges &amp; Spicy Snacks|Hot Chip (CZ)|MEDIUM, Heat Levels 5 - 7","habanero|hot chip|popcorn",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,spicy-caramel-popcorn-medium-heat-120g,,,0,0,open,closed,2026-01-17,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,6621,,10.3.7,,a:1:{i:5;i:1;},1,5.00,
6657,"Hot Headz - Trinidad Scorpion Hot Sauce (Heat Level 10) 148ml",,"<h6>Ingredients;<small> </small></h6>
Trinidad Scorpion Chili (57%), water, natural acetic acid, xanthan gum, salt, ascorbic acid
<p style=""text-align: center;""><em><strong>Hot Headz from the UK produce some great products! </strong></em></p>
<p style=""text-align: center;""><em><strong>With their kitchens in Costa Rica, this sauces gives power and heat
</strong></em></p>
Explosion of flavours - sweet, fruity, salty - it fills your whole mouth and coats your tongue – then the Scorpion Pepper comes in .. aaand it keeps on going..

This Caribbean delight is tasty and Super Hot!

Great with noodles, fried chicken, rice, pizza or a burger

<strong>Suitable for Vegans</strong>",2025-10-22,product,https://chilisaus.be/product/hot-headz-trinidad-scorpion/,0,,12.00,12.00,,instock,11,,5,simple,,,http://chilisaus.be/wp-content/uploads/2025/10/TS-HHDZ-bottle.jpg|http://chilisaus.be/wp-content/uploads/2025/10/TS-HHDZ-clifton-award.png,"TS HHDZ bottle|TS HHDZ clifton award",|,|,|,http://chilisaus.be/wp-content/uploads/2025/10/TS-HHDZ-bottle.jpg,,,"Hot Headz (UK)|VERY HOT, Heat Level 10","costa rica hot sauce|hot headz uk|scorpion hot sauce|superhot|superhot sauce|trindad scorpion",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,hot-headz-trinidad-scorpion,,,0,0,open,closed,2026-02-23,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,,0,0,
6666,"Black Death - Carolina Reaper + Black Garlic BACK IN APRIL (Heat Level 15) 100ml",,"<h6 style=""text-align: center;""><em>Natural SuperHot Sauce (no capsaicin extract used)
</em></h6>
&nbsp;

<strong>Ingredients;</strong>

Balsamic Vinegar  (Wine Vinegar (<strong>SULPHITES</strong>), Concentrated Grape Must (<strong>SULPHITES</strong>), Colour (Caramel), Molasses, Black Garlic (8.5%), Carolina Reaper (5.5%), Tomato Powder, Water, Onion, Salt, Black Pepper

The star of the this deliciously deadly sauce is the home fermented juicy Black Garlic. Produced and created in the Welsh Valleys of the UK.

After a 14 day fermentation process, the garlic changes into a sweet, almost syrup like texture, with flavour hints of balsamic and soy sauce.

This sauce will first tickle your taste buds with it's delicious sweet, deep, umami flavours -followed with it's HUGE blast of intense heat - not for the feint hearted, it has been known to cause tears..

Excellent BBQ condiment - mix with olive oil and use as a marinade for ribs, wings, mix into mayo for a dip sauce, spread it on your burger, kebab, dip your pizza or spice up your pasta dishes

<strong>Suitable for Vegans</strong>

&nbsp;

&nbsp;",2025-10-27,product,https://chilisaus.be/product/black-death-carolina-reaper-black-garlic-heat-level-15/,0,,15.00,15.00,,outofstock,,,2,simple,,outofstock,http://chilisaus.be/wp-content/uploads/2025/10/black-death-1.jpg|http://chilisaus.be/wp-content/uploads/2025/10/black-death-2.jpg,"black death 1|black death 2",|,|,|,http://chilisaus.be/wp-content/uploads/2025/10/black-death-1.jpg,,,"Special Guest Sauces / New Products|SUPERHOT, Heat Levels 11 - 20","black garlic|carolina reaper|Garlic|superhot",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,black-death-carolina-reaper-black-garlic-heat-level-15,,,0,0,open,closed,2026-02-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,6672,,10.3.7,,,0,0,
6698,"Marie Sharp's - Berry Habanero (Heat Level 3)",,"<em>Marie Sharp is a female founded Hot Sauce company from Belize. Marie started experimenting with sauces in 1981, today she is known worldwide for her great use of fresh Habanero's and fresh local ingredients</em>

The best version of a sticky sweet Chili sauce we've tried! The fresh Huckleberry gives this sweet sauce a great twist, mild enough for everyone to enjoy.

(The Huckleberry is from the same family as the Blueberry, but it's more intense and not sweet)

<strong> Ingredients;</strong> White Cane Sugar, Huckleberry, Onion, Pure Cane Vinegar, Habanero Pepper, Pectin, Garlic, Cilantro

Great dipping sauce, fried snacks, noodles, taco's

<strong>Suitable for Vegans</strong>",2025-11-28,product,https://chilisaus.be/product/marie-sharps-berry-habanero-heat-level-3/,0,,10.00,10.00,,instock,5,,0,simple,,,http://chilisaus.be/wp-content/uploads/2025/11/marie_sharps_berry.jpg,marie_sharps_berry,,,,http://chilisaus.be/wp-content/uploads/2025/11/marie_sharps_berry.jpg,,,"MILD, Heat Levels 1 - 4|Special Guest Sauces / New Products","belize|habanero|huckleberry|marie sharp|sweet|sweet chili",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,marie-sharps-berry-habanero-heat-level-3,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,,0,0,
6712,"Crazy Bastard Sauce - Caribbean Edition (Heat Levels 4, 8, 10)",,"<em>The Caribbean Box</em> - 3 sauces, 3 different fruity Caribbean chili's

<strong>BLUE - Scotch Bonnet &amp; Caribbean Spices</strong>

<strong>Ingredients; </strong><span class=""metafield-multi_line_text_field"">Peppers, onions, white wine vinegar, Scotch Bonnet chilies (13%), ginger, garlic, limes, olive oil, celery salt, spice mixture (0.3%)</span>

<em>A taste of the Caribbean. Perfect with sweet potato, corn, grilled chicken, tacos, white fish or rice. Or just simply added onto a wrap or sandwich</em>

&nbsp;

<strong>TROPICAL 7POT</strong> <strong>Hot Sauce</strong>

<strong>Ingredients</strong>; V<span class=""metafield-multi_line_text_field"">inegar, peppers, onions, mango, pineapple, 7Pot chili (10%), melon, limes, sea salt, olive oil</span>

<em>Hot sauce with Caribbean 7Pot chilli and tropical fruits</em>
<em>Fruity and sweet, with a floral aroma from the aromatic yellow 7-pot chili</em>

&nbsp;

<strong>RED - Trinidad Scorpion &amp; Clementine</strong>

<strong>Ingredients; </strong><span class=""metafield-multi_line_text_field"">Peppers, apple, onion, white wine vinegar, clementines (10%), Trinidad Scorpion Chili (6%), garlic, limes, olive oil, sea salt</span>

<em> The second hottest pepper in the world, with juicy Clementine’s, this sauce is packed with fresh flavours and a great heat</em>

<strong>All Suitable for Vegans</strong>

<strong>Natural Ingredients</strong>",2025-11-28,product,https://chilisaus.be/product/crazy-bastard-sauce-caribbean-edition/,0,,25.00,28.00,25.00,instock,4,,3,simple,,,http://chilisaus.be/wp-content/uploads/2025/11/BLUE_BOX_FRONT-crazy-b.jpg,"BLUE_BOX_FRONT crazy b",,,,http://chilisaus.be/wp-content/uploads/2025/11/BLUE_BOX_FRONT-crazy-b.jpg,http://chilisaus.be/wp-content/uploads/2025/11/CARIBBEAN-BOX-back.html,,"Crazy Bastard Sauce (DE)|Gift Boxes &amp; Sets|HOT, Heat Levels 8 - 9|MILD, Heat Levels 1 - 4|Sale|VERY HOT, Heat Level 10","caribbean|crazy bastard berlin|crazy bastard sauce europe|fruity|scotch bonnet|trinidad scorpion|tropical|Vegan|Vegan hot sauce",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,crazy-bastard-sauce-caribbean-edition,,,0,0,open,closed,2026-02-20,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,10.5.2,,,0,0,
